koi_disposition,koi_period,koi_time0bk,koi_duration,koi_depth,koi_prad,koi_steff,koi_srad,koi_model_snr,koi_teq,koi_insol,koi_slogg
CONFIRMED,-0.05348900230709943,0.08412434393868064,-0.4244343947897483,-0.2801682433634202,-0.03268649790886787,-0.07884302904840226,-0.14652085534059694,-0.24893706915290142,-0.08570060879251205,-0.047098322421309936,0.5868085826650817
FALSE POSITIVE,-0.05556786872979018,0.07089426821822299,-0.6345185777528287,-0.2624039956681086,-0.0319618771522113,0.009006762088158727,-0.14652085534059694,-0.09901812991429214,0.4281352241988959,-0.04203381242964645,0.5844968872904186
FALSE POSITIVE,0.44578230684130116,0.6310835789355637,7.3850723020879245,-0.06931492836154352,-0.028839184115677815,-0.23446265906173888,-0.1217120290143004,0.4810538093358509,-1.038632517249305,-0.0486531348407041,0.3602624359481643
FALSE POSITIVE,-0.010800384788012537,0.11271387960502832,0.3108216129618786,-0.22699953020868696,-0.02047842534044301,0.5486554790698905,-0.10408470504561601,-0.21940567709835557,-0.6777796254439753,-0.048558408873976305,0.2123139319697689
CONFIRMED,-0.027942255884242113,0.09772788424510867,-0.005193211723299416,-0.2804916939683181,-0.032517528046329125,-0.2834075426949657,-0.1130615829926312,-0.28299241913920753,-0.6497522163717167,-0.048538936029357195,0.13602798460590798
CONFIRMED,-0.02582960076329397,-0.017362934567494975,-0.15327976746696995,-0.2623772441143201,-0.03217958832125162,-0.8481562000014292,-0.14374618397515587,-0.26225761195197317,-0.7548550003926865,-0.04860030689772129,0.4041846480667507
CONFIRMED,-0.052011489255984686,0.0753585864885235,-0.4697272774866802,-0.2766893253911917,-0.03257276819369756,-0.8481562000014292,-0.14374618397515587,-0.26740989737425563,-0.30641645523654865,-0.047975040138564476,0.4041846480667507
CONFIRMED,-0.04469875220879524,0.14985626080254888,-0.36565100148400664,-0.2756557426311797,-0.03242654427419287,-0.8682361522612145,-0.14733693515396196,-0.28487740161077424,-0.5750124588456937,-0.04847122078258494,0.43654838331202317
CONFIRMED,-0.032249510494811055,0.41107974945419606,-0.12741136568100464,-0.2673518171392718,-0.032342059342923495,-0.15163285599012422,-0.15190698210880604,-0.22606594849789147,-0.6766118167326312,-0.04855765508644266,0.577561801166431
CONFIRMED,0.012064312770321233,0.40719108847190616,0.1315662600842226,-0.2813696313244694,-0.03274498747666975,-0.15163285599012422,-0.15190698210880604,-0.30259623684350173,-0.8482796973002152,-0.048630709661578224,0.577561801166431
CONFIRMED,-0.05298074672896373,0.08945360878154748,-0.5245098767527645,-0.17010748715847526,-0.02946632225933126,0.006496768055685556,-0.10555364870967303,0.5486618473160452,0.020569983939801865,-0.046460555352220205,0.11291103085928421
FALSE POSITIVE,-0.05467256884827353,0.06644352565949264,-0.34597927181045013,-0.2788355295928636,-0.03130874364509035,-0.19681274857464132,-0.13362679428942964,-0.2659019113970022,0.15953922058975084,-0.04533986173657657,0.36488582669748865
CONFIRMED,-0.05332581529453055,0.07606225596350871,-0.2913527483257506,-0.2837043123823788,-0.032751486317536625,0.4620606849495661,-0.12399705249172245,-0.28952702504063893,0.055604245280125135,-0.04620791089719421,0.40649634344141183
FALSE POSITIVE,-0.041972899608372465,0.1946352153454523,-0.057208170153143355,-0.14622564550361053,-0.029398084430229073,0.46080568793332954,-0.10865475200046011,0.3185683202867965,-0.4150226653915508,-0.04823428023450984,0.1868852828484819
CONFIRMED,-0.05264142447259248,-0.48648992060439195,-0.4132772943778804,-0.28198248510217067,-0.03247853500112787,0.0905815681435368,-0.10473756889630802,-0.11711396164133299,0.008891896826360777,-0.046534175268005996,0.06667712336603666
CONFIRMED,-0.02564803466404469,0.62944153625194,0.7691435535651889,-0.25533428958962684,-0.03164668337016786,-0.2997225039060413,-0.11142942336590116,-0.1492843291560723,-0.6649337296191901,-0.048550305657989644,0.13140459385658362
CONFIRMED,-0.05043737260696189,0.08023686089231867,-0.5207996000091503,-0.27663217434446163,-0.03261501065933225,-0.1441028738927047,-0.15370235769820909,-0.27205952080412027,-0.34495414271090424,-0.04807805776816235,0.628419099409005
CONFIRMED,-0.05360545029453503,0.05255558744744991,-0.3781679700901188,-0.27121255274284595,-0.031994371356545676,0.5863053895569881,-0.10212611349353996,-0.16499251641912857,0.18406320352797712,-0.04510405186980193,0.24698936258970453
CONFIRMED,-0.054586242838960214,0.07044695588408698,-0.4814762296239976,-0.08484298935607626,-0.02946632225933126,-0.21940269486689984,-0.1262820759691445,1.4412638803519562,0.1560357944557185,-0.04538182257594936,0.3278987007028898
FALSE POSITIVE,-0.03127176799645917,0.3017404972940046,1.3814087549760172,-0.18589455183286982,-0.03104879001041535,-0.8368612268553,-0.1670860666373954,-0.02990210595684442,-0.7653652787947834,-0.04860438991352853,0.7347570866434772
CONFIRMED,-0.053931839575080465,0.06158336202059027,-0.45832292831222243,-0.28410923362836,-0.032819724146638814,0.21733626678343193,-0.13248428255071862,-0.2818614296562674,0.07195356723894267,-0.046086237026138684,0.48047059543060955
CONFIRMED,-0.05337640937863687,0.07114363725417909,-0.38193851371961435,-0.2770054801177836,-0.032377802967691306,0.009006762088158727,-0.11648911820876429,-0.23725017782918756,0.021737792651145976,-0.046449060092332156,0.2724180117109915
CONFIRMED,-0.048170546378163155,-0.4760824002303942,-0.4629897487061062,-0.2768522666733583,-0.032150343537350676,0.009006762088158727,-0.11648911820876429,-0.27897112319986506,-0.3262692033293985,-0.04802918720973116,0.2724180117109915
CONFIRMED,-0.036920641058385786,0.1453475637961611,-0.31657212210991736,-0.2709255815294779,-0.03243629253549318,-0.7251664924102438,-0.15761954080236118,-0.2660275768951067,-0.696464564825481,-0.0485705951057702,0.6584711392796163
CONFIRMED,-0.04652863793049946,-0.44031328618612753,-0.3504297495370678,-0.283075650868348,-0.032576017614130995,0.1847063443612807,-0.11697876609678329,-0.21551004665711762,-0.3507931862676248,-0.04809244254692936,0.22156071346841757
CONFIRMED,-0.051357410845899974,-0.4001791538702901,-0.4049017425451486,-0.28695827410684,-0.032852218350973184,0.0905815681435368,-0.10473756889630802,-0.26740989737425563,-0.10321773946267368,-0.04718978197539194,0.06667712336603666
FALSE POSITIVE,-0.05112011839006302,0.055783053851897885,-0.5120840811278574,0.007960582695821823,-0.028549985697101873,0.5034755864853735,-0.1261188600064715,0.7234625551793357,-0.13825200080299696,-0.04735643183595484,0.36719752207215184
CONFIRMED,-0.04442017061038637,0.09636353995650987,-0.4012702763446098,-0.27559251168586135,-0.032783980521871,-1.983928499695539,-0.1817755032779657,-0.2902810180292656,-0.7618618526607511,-0.04860288233846124,0.811043034007336
CONFIRMED,-0.05079437276993927,0.15007859620895755,-0.5472088584632808,-0.27341590799124793,-0.032731989794936,-1.983928499695539,-0.1817755032779657,-0.2779657992150295,-0.6217248072994581,-0.04851600832520889,0.811043034007336
CONFIRMED,-0.029389911354330823,-0.21470828302195472,-0.2495058952574151,-0.2756508787123091,-0.03278722994230444,-1.983928499695539,-0.1817755032779657,-0.29932893389278603,-0.8798105325065062,-0.04863724248686979,0.811043034007336
CONFIRMED,-0.05390275978458168,0.08260281882468984,-0.45410424630053275,-0.22574463914006065,-0.0314777135076291,-0.26332759043518034,-0.150111606519403,0.10719895247511094,-0.07285471296772686,-0.047032554458999586,0.6168606225356931
CANDIDATE,-0.026412328205189208,0.10868578045726265,-0.3491780526764565,-0.21322612794673923,-0.030993549863046907,-0.3273324382632462,-0.15468165347424712,-0.28022777818090955,-0.7221563564750515,-0.04858441454388698,0.45504194630932254
CONFIRMED,-0.05501565422882652,0.06619973709499555,-0.6956971934461598,-0.2793061137435985,-0.03278722994230444,-1.9550635683220976,-0.1900995173742889,-0.27771446821882056,-0.30758426394789273,-0.04797943723251072,0.8965757628698476
FALSE POSITIVE,-0.048899841810602536,0.16217549756668492,0.1362948926687538,-0.11311451779169772,-0.02978476546180814,0.04916666660772947,-0.1313417708120076,0.6098609448929125,-0.29473836812310755,-0.04793961212448326,0.19150867359780627
CONFIRMED,-0.05494518207281696,0.08214234894623797,-0.5599267166889973,-0.27748822406569507,-0.03267350022713412,-0.8807861224235805,-0.15729310887701517,-0.22304997654338465,-0.01796770353455373,-0.04670076231294109,0.6584711392796163
CANDIDATE,-0.05127145928974967,-0.4185765989196712,-0.7824815091152043,-0.28253210793455347,-0.027113741865522477,-0.8807861224235805,-0.15729310887701517,-0.3093821737411421,-0.41035143054617434,-0.04822422973406127,0.6584711392796163
CANDIDATE,-0.05412215102089797,-0.4935676811455351,-0.3845655318221317,-0.28901571178912266,-0.033255146484719444,0.0905815681435368,-0.10473756889630802,-0.3156654486463646,0.21792965615695628,-0.044775777398900436,0.06667712336603666
CONFIRMED,-0.048006571934512514,0.20926216111032042,-0.47872095122588676,-0.2551956679018134,-0.03257276819369756,-2.5336171928071636,-0.20495216997753227,-0.237375843327292,-0.8050707749804832,-0.048618774692295544,1.10925173733879
CONFIRMED,-0.05176996693062111,0.10970696256163837,-0.20293040960454825,-0.2553318576301915,-0.03170842235840317,0.35789593260192953,-0.12073273323826238,-0.04875193067251198,-0.08219718265847972,-0.04707627413595088,0.2423659718403802
CONFIRMED,-0.05124570046236332,0.05611342512436228,0.29609485854011947,-0.2528062677566093,-0.031854646277907864,-0.27838755463001935,-0.14064508068436882,0.06560367260253791,-0.29473836812310755,-0.04794149659331736,0.5683150196677823
CONFIRMED,-0.042257366459241864,0.30313708757863206,-0.44229811788686646,-0.2744652984875895,-0.03280672646490506,-2.045423353491132,-0.19075238122498092,-0.27997644718470066,-0.8085742011145155,-0.0486197797423404,0.9058225443684963
CONFIRMED,-0.04915515118010673,-0.44016801723780746,-0.6571572925774638,-0.2764899047174953,-0.03281322530577194,-2.045423353491132,-0.19075238122498092,-0.28852170105580327,-0.6976323735368252,-0.04857097199953702,0.9058225443684963
CONFIRMED,-0.04741066416055724,0.18499482574456053,-0.26764777321244676,-0.27815214899153806,-0.032569518773264125,-0.1880277694609852,-0.15974134831711023,-0.28161009866005854,-0.4769165270927886,-0.04834326534874905,0.6769647022769156
CONFIRMED,-0.02384623878492838,-0.20978848637669714,0.18240678689176462,-0.28181711186056874,-0.03250128094416193,0.1847063443612807,-0.11697876609678329,-0.2214163250680268,-0.6474165989490285,-0.048537428454289905,0.22156071346841757
FALSE POSITIVE,-0.05419258249956666,0.0803378688981444,-0.2794848077214368,-0.2804783181914238,-0.026431363574500596,-0.5168369877149707,-0.14978517459405702,-0.2775888027207161,-0.06234443456562987,-0.04696766591547849,0.5567565427944704
FALSE POSITIVE,-0.05547775225853868,0.053550737167816984,-0.5419548222582461,-0.26959165177920363,-0.02289599414292054,0.03536169942912702,-0.12334418864103043,-0.1964088909452412,0.5390770517765863,-0.04013828804504568,0.23080749496706832
CONFIRMED,-0.054664914332658285,0.05670170105100147,-0.4035882334938899,-0.279113988948208,-0.032420045433325995,0.6365052702064515,-0.10653294448571105,-0.24554410070408128,0.3907653454358844,-0.04262007068393724,0.30478174695626603
CONFIRMED,-0.051292905511317155,0.097688717875503,-0.24300016219176906,-0.2777411478469686,-0.03235505702465725,0.6365052702064515,-0.10653294448571105,-0.26188061545765984,-0.07051909554503863,-0.04701848375837159,0.30478174695626603
FALSE POSITIVE,-0.04607231993131935,0.07831977016950906,-0.48161067113865585,-0.28370552836209645,-0.03282297356707225,0.1156815084682685,-0.13884970509496578,-0.31252381119375333,-0.43721103090708885,-0.04827624107388263,0.5290161982985203
CONFIRMED,-0.05034859897646747,0.1174824587255294,-0.447691231520858,-0.27563628695569714,-0.03259226471629818,-0.4427921637570121,-0.1535391417355361,-0.2667815698837334,-0.3904986824533245,-0.04818145229152703,0.6399775762823169
CONFIRMED,-0.011427823199153794,0.22057467493359675,-0.09003044338694874,-0.2779733999730419,-0.03266700138626725,-0.4427921637570121,-0.1535391417355361,-0.30133958186245724,-0.8120776272485478,-0.048620847608013065,0.6399775762823169
CONFIRMED,-0.047247074248933325,0.2165787334366649,-0.07292391962526201,-0.2150549614421016,-0.031029293487814722,0.11066152040332215,-0.1321578506253726,0.02174641376408468,-0.3881630650306363,-0.04817699238195298,0.4573536416839858
FALSE POSITIVE,-0.05562225216020667,0.062140319575743896,-0.577141411784317,-0.265266411923483,-0.018298064229606413,0.38927085800784417,-0.06360714630271111,-0.18509899611584066,0.9746697011079389,-0.028495976772302704,-0.20841462621879359
FALSE POSITIVE,-0.04896523230123525,0.1050156265896155,-0.27593060675920744,-0.2786981238847679,-0.024143771589360558,0.27632112654655144,-0.1091443998884791,-0.2785941267055517,-0.24452259353531086,-0.047780562954884594,0.2284957995924051
CONFIRMED,-0.0547940251903145,0.05141232700833611,-0.49347861174296964,-0.28465156058243685,-0.03276448399927037,-0.23571765607797546,-0.1088179679631331,-0.27771446821882056,0.2879981788376028,-0.04398756690122114,0.09210577248732159
CONFIRMED,-0.05162387547657493,0.06468884285275484,-0.5466061896044679,-0.2734414435653188,-0.032533775148496306,-0.06754805590227299,-0.1713296816668935,-0.26276027394439094,-0.3192623510613338,-0.048009149024461815,0.7994845571340241
FALSE POSITIVE,-0.0563636150419306,0.054216786314102296,-0.547409748082885,-0.15594132344772302,-0.024494708996171812,-0.567036868364434,-0.17834796806183262,0.050021150837586015,0.8765737693550337,-0.03165579129770609,0.850341855376598
CANDIDATE,-0.04906798321929275,0.16135720020170663,-0.32647752566117405,-0.21948720751297646,-0.030922062613511284,0.3528759445369832,-0.14570477552723193,-0.09587649246168087,-0.3192623510613338,-0.0480088977619506,0.5336395890478467
CONFIRMED,-0.0416663425211203,-0.2756033004814979,-0.35562197355145503,-0.271122570243739,-0.03279697820360475,-2.2048079745531783,-0.2016878507240722,-0.28236409164868526,-0.845944079877527,-0.048630207136555796,1.0260307038509415
CONFIRMED,-0.022093146849329916,-0.013928515127437917,-0.13345350731679467,-0.27233854996140017,-0.03283922066923944,-2.2048079745531783,-0.2016878507240722,-0.2939253174742947,-0.9487112464758086,-0.048647041724807154,1.0260307038509415
CONFIRMED,-0.038729504564600246,-0.27455110921381737,-0.041816934681923976,-0.2880332001772525,-0.03300819053177819,0.1847063443612807,-0.11697876609678329,-0.30510954680559077,-0.5096151710104236,-0.04839188464466902,0.22156071346841757
CONFIRMED,-0.050833629254752016,-0.43632662093462865,-0.5309058931800112,-0.28296499671404085,-0.033043934156546,-2.2048079745531783,-0.2016878507240722,-0.30661753278284415,-0.6906255212687605,-0.0485670774306132,1.0260307038509415
CONFIRMED,-0.05377748249226462,0.06396635585131973,-0.5115741305550157,-0.18539478416891111,-0.03104879001041535,-0.1880277694609852,-0.15582416521295814,0.13936931998985028,-0.09387526977192082,-0.047137582188687174,0.6515360531556287
CONFIRMED,-0.03993850423046941,0.13657238285857995,-0.06082418330602029,-0.27729853122973996,-0.032679999068001,-0.3913372860913121,-0.16235280371987829,-0.28625972208992323,-0.641577555392308,-0.04853315699159927,0.7047050467728658
CONFIRMED,-0.05547858246185446,0.06837042858858286,-0.4994388522261517,-0.19239639538320394,-0.030272178526823772,-0.21061771575324376,-0.10163646560552093,0.678348641359838,0.5764469305395977,-0.03943770534815237,0.02737830199677462
CANDIDATE,-0.041996023289421494,0.23114884379300765,-0.5590613460199327,-0.02512622542173775,-0.029014652819083445,0.003986774023212385,-0.13444287410279468,0.10129267406420178,-0.5166220232784883,-0.04840162106697857,0.42036651568938693
FALSE POSITIVE,-0.05104415453979206,0.08267562998923926,0.09277911045293676,-0.2853750685144452,-0.027757127111343115,-0.06252806783732665,-0.14766336707930797,-0.30875384625061986,-0.288899324566387,-0.047923782586276754,0.5937436687890693
CONFIRMED,-0.049931322795489994,0.1622749448074058,-0.3827266191503696,-0.27689725792291175,-0.03259876355716506,-0.449067148838195,-0.14831623093,-0.258864643503153,-0.38349183018525984,-0.0481669418815044,0.498964158427909
FALSE POSITIVE,-0.048958254790507215,0.12365092635125673,0.3353146935059376,-0.08357837044970867,-0.029118634272953445,-0.10017797832442421,-0.11502017454470724,0.47363954494768823,-0.28306028100966646,-0.04790588013235273,0.11291103085928421
CONFIRMED,0.05060032104023371,-0.1759207670589998,0.5112785472316158,-0.16081740211554418,-0.030541880422799088,-0.27838755463001935,-0.14064508068436882,-0.15217463561247463,-0.9078379415787647,-0.048641890843327255,0.5683150196677823
CONFIRMED,-0.052077487568332026,-0.44973727423284754,-0.3646311003383234,-0.2886193024011651,-0.03317716039431694,0.1847063443612807,-0.11697876609678329,-0.3085025152544109,-0.07519033039041507,-0.0470450547689325,0.22156071346841757
CONFIRMED,-0.011498248427608318,1.1442076056463615,0.15409680357522457,-0.042697132341941196,-0.029472821100198138,-0.27838755463001935,-0.14064508068436882,0.10971226243719995,-0.7875536443103216,-0.0486128072076542,0.5683150196677823
CONFIRMED,-0.03484857553404189,-0.22798995233605837,-0.12649963586895457,-0.28336383806143367,-0.03281322530577194,-0.27838755463001935,-0.14064508068436882,-0.31202114920133556,-0.6555912599284373,-0.04854320749204784,0.5683150196677823
FALSE POSITIVE,-0.05554236200960999,0.06363120363140769,-0.5358354153841467,-0.2793742086077875,-0.02508610351505745,-0.05499808573990714,-0.13281071447606463,-0.277840133716925,0.4491557810030899,-0.041709935052691195,0.5082109399265597
FALSE POSITIVE,-0.05445606161751724,0.08540255166254475,-0.03208151465494787,-0.2821332665871606,-0.032881463134874125,-1.3049751139115464,-0.16284245160789731,-0.2656505804007933,-0.19547462765885829,-0.04759720413732595,0.6191723179103562
CONFIRMED,-0.05550164187104161,0.06574501701629189,-0.565767968705183,-0.1063658303586784,-0.02976201951877408,0.28510610566020755,-0.1364014656548707,0.9417435253867659,0.5297345820858333,-0.04030449819621394,0.41805482031472374
CONFIRMED,-0.05311285128111593,0.06368485861292751,-0.5078808521638295,-0.27703223167157215,-0.032621509500199125,-0.6737116147445438,-0.150438038444749,-0.2378785053197098,-0.2328445064218698,-0.04774149163439077,0.6099255364117055
CONFIRMED,-0.041332533844500245,0.22455919045202705,-0.24139304523493496,-0.2636953661282648,-0.032325812240756306,-1.006285824047239,-0.1579459727277072,-0.22795093096945823,-0.6625981121965019,-0.04854816992664432,0.5405746751718321
CONFIRMED,-0.05419385201231961,0.08533867808684943,-0.5734944925361164,-0.2694457342130843,-0.03277423226057068,-2.2048079745531783,-0.2016878507240722,-0.2366218503386653,-0.5014405100310149,-0.04838064064729218,1.0260307038509415
FALSE POSITIVE,-0.05481807093829222,0.07095892217647072,-0.5586132076377386,-0.2730134187047021,-0.02360111837697649,0.27506612953031484,-0.12889353137191256,-0.24504143871166348,0.2809913265695382,-0.044066840223509256,0.4527302509346614
CONFIRMED,-0.04272355634278283,0.1264477290734906,-0.18791004727721364,-0.27843182432660013,-0.032420045433325995,0.08556158007859045,-0.11028691162719015,-0.2686665523553001,-0.44888911802052994,-0.048296467706035386,0.21924901809375644
CONFIRMED,-0.053024105236378564,-0.40606058795876343,-0.2250282677610179,-0.28758693562087084,-0.032881463134874125,0.1759213652476246,-0.05332454065431189,-0.2630116049405999,0.2062515690435152,-0.04489431048856579,-0.2754537920840037
CONFIRMED,-0.049389906706829446,-0.4034013976013173,-0.1280449406351412,-0.2842150238637965,-0.03253702456892974,0.08556158007859045,-0.11028691162719015,-0.2907836800216834,-0.25152944580337555,-0.047803176580893884,0.21924901809375644
CONFIRMED,-0.02780731209700433,-0.034345973051337506,0.026640066460146314,-0.27722314048724495,-0.03212759759431662,0.08556158007859045,-0.11028691162719015,-0.27670914423398496,-0.6252282334334904,-0.04851896065971566,0.21924901809375644
CONFIRMED,-0.05405493145176672,0.0569052645759781,-0.4669936333552959,-0.017708749144004807,-0.02967103574663783,-0.6988115550692755,-0.15272306192217108,2.1825646536701093,-0.1289095311122441,-0.04731660672792737,0.6053021456623812
CANDIDATE,-0.03058976490843072,0.09497110189602818,-0.4157034228607935,-0.23429176057550083,-0.030961055658712534,-0.24826762624034132,-0.1399922168336768,-0.23008724443723386,-0.6707727731759107,-0.04855420022691346,0.3972495619427631
CONFIRMED,-0.05089126686944032,0.12977843125508812,-0.3130642802906736,-0.2592375844833191,-0.03164018452930099,0.3340509892934344,-0.10506400082165403,-0.18434500312721394,-0.14175542693702928,-0.04737144477099989,0.29784666083227845
CONFIRMED,-0.038738606942852236,0.29505188261087345,-0.27732138104877546,-0.2749212908817124,-0.03284896893053975,-2.459572368849205,-0.19662815588120905,-0.2920403350027279,-0.8833139586405385,-0.04863793345877563,0.965926624109719
CONFIRMED,-0.050481037081166386,-0.44747445931517127,-0.6613141623985059,-0.2792744982709393,-0.03284247008967288,-2.459572368849205,-0.19662815588120905,-0.30410422282075517,-0.7198207390523632,-0.04858378638760895,0.965926624109719
CONFIRMED,-0.05061683243198796,0.14954528571755815,-0.5173690234282158,-0.27035285508245954,-0.032751486317536625,-2.5285972047422174,-0.1977706676199201,-0.25572300605054177,-0.7303310174544602,-0.04858906290034445,1.0237190084762804
FALSE POSITIVE,-0.02819761341006557,0.4527940975416361,-0.19709379350266112,0.7184088925365185,-0.024497958416605254,-0.16543782316872666,-0.13003604311062356,1.3070531283764033,-0.6836186690006959,-0.04856230344290012,0.48740568155459707
CANDIDATE,-0.05321932099568542,0.1098886002817351,4.618976770613751,-0.2594990201226162,-0.023656358524344927,0.9489995272493613,-0.14733693515396196,0.04650251689066139,0.08129603692969553,-0.04601029293212416,0.43886007868668636
